pair,qx,qy,model_improve,actual_improve
312,3,-2,3.497018769849092e-05,3.0999683076515794e-05
317,0,-1,3.0923867598176e-05,3.0961004085838795e-05
466,2,0,3.1040937756188214e-05,3.082846524193883e-05
125,1,2,3.363145515322685e-05,3.0816998332738876e-05
130,-1,1,2.583232708275318e-05,3.0623748898506165e-05
95,1,-1,3.095995634794235e-05,3.057351568713784e-05
201,0,-1,2.639548620209098e-05,3.0366121791303158e-05
10,3,-2,2.8696988010779023e-05,2.9921706300228834e-05
488,4,1,6.475960253737867e-05,2.9857445042580366e-05
6,1,1,2.7304631657898426e-05,2.9110706236679107e-05
391,-24,0,3.069461672566831e-05,2.767634578049183e-05
402,1,0,3.072294202866033e-05,2.700676122913137e-05
175,-2,0,2.2686785086989403e-05,2.6424182578921318e-05
428,3,1,5.058609531261027e-05,2.6277572032995522e-05
202,-1,-1,3.909226506948471e-06,2.6107998564839363e-05
369,2,1,2.749974373728037e-05,2.6060326490551233e-05
569,-2,2,2.632370888022706e-05,2.5697576347738504e-05
361,6,-5,7.042015204206109e-05,2.545383176766336e-05
385,2,1,2.7798989322036505e-05,2.5418295990675688e-05
226,4,2,2.379214856773615e-05,2.5150715373456478e-05
33,1,-2,1.5243946108967066e-05,2.4580454919487238e-05
318,3,-1,2.7894770028069615e-05,2.430716995149851e-05
325,4,2,2.8186870622448623e-05,2.40944791585207e-05
216,-1,0,2.4061271687969565e-05,2.382742241024971e-05
174,-4,2,2.0971230696886778e-05,2.3194297682493925e-05
108,0,-1,2.2470485419034958e-05,2.186233177781105e-05
589,1,1,2.0621913790819235e-05,2.162660166504793e-05
73,1,1,5.541817517951131e-05,2.1448417101055384e-05
294,5,0,1.919217174872756e-05,2.1197309251874685e-05
72,-3,0,2.445746213197708e-05,2.071584458462894e-05
415,-1,0,2.9311777325347066e-05,2.0521096303127706e-05
558,-1,0,3.0652692657895386e-05,2.0198349375277758e-05
450,2,0,1.783814514055848e-05,2.009791205637157e-05
299,-1,-1,2.0058214431628585e-05,2.0093692000955343e-05
321,1,-2,2.4064560420811176e-05,1.9917322788387537e-05
447,-9,0,2.1890911739319563e-05,1.8862687284126878e-05
140,1,-1,1.8815393559634686e-05,1.87391706276685e-05
306,5,0,2.827975549735129e-05,1.8456586985848844e-05
308,2,-2,3.538673627190292e-05,1.8344551790505648e-05
400,-2,2,5.851354217156768e-05,1.8321035895496607e-05
