pair,base_mse,best_mse,improve,dx,dy,qx,qy
258,7.600009848829359e-05,2.4739911168580875e-05,5.126018731971271e-05,-0.6,0.2,-6,2
524,0.0003701812820509076,0.000319410435622558,5.0770846428349614e-05,0.0,-0.2,0,-2
428,0.00025065720546990633,0.00020007111015729606,5.058609531261027e-05,0.3,0.1,3,1
78,0.0010682221036404371,0.001018728711642325,4.94933919981122e-05,0.1,-0.1,1,-1
422,0.0008966145105659962,0.000847429852001369,4.918465856462717e-05,0.1,-0.2,1,-2
417,0.00014766695676371455,9.859589044936001e-05,4.907106631435454e-05,-0.4,0.2,-4,2
377,0.00012998728197999299,8.211001113522798e-05,4.787727084476501e-05,-0.4,0.0,-4,0
339,0.0001858492469182238,0.00013832695549353957,4.7522291424684227e-05,0.4,0.0,4,0
126,0.0014181111473590136,0.0013710928615182638,4.701828584074974e-05,-0.1,0.0,-1,0
220,0.00017779064364731312,0.0001307790371356532,4.701160651165992e-05,-1.1,-0.5,-11,-5
165,0.0015579303726553917,0.0015110274543985724,4.690291825681925e-05,0.4,-0.1,4,-1
549,0.0006772977067157626,0.0006324042333289981,4.4893473386764526e-05,-1.0,0.0,-10,0
538,0.0005077315727248788,0.0004634963988792151,4.423517384566367e-05,-2.5,0.2,-25,2
457,9.099288581637666e-05,4.726041152025573e-05,4.373247429612093e-05,-0.1,-0.2,-1,-2
390,0.0003213477903045714,0.00027796177892014384,4.338601138442755e-05,0.3,-0.2,3,-2
189,0.0016249421751126647,0.0015818520914763212,4.309008363634348e-05,0.0,0.1,0,1
284,0.0006927334470674396,0.0006498874863609672,4.28459607064724e-05,0.3,0.2,3,2
530,0.00047799324966035783,0.0004354930715635419,4.2500178096815944e-05,0.0,-0.2,0,-2
302,0.00039265432860702276,0.0003502874169498682,4.236691165715456e-05,-0.5,0.1,-5,1
173,0.0008203270845115185,0.0007781169260852039,4.221015842631459e-05,0.1,0.1,1,1
577,0.0001519188517704606,0.00011039961100323126,4.151924076722935e-05,0.0,-0.1,0,-1
518,0.00040635286131873727,0.00036493776133283973,4.141509998589754e-05,0.4,-0.2,4,-2
86,0.0007591843022964895,0.0007189587922766805,4.022551001980901e-05,0.1,-0.1,1,-1
423,0.0014861326199024916,0.0014459965750575066,4.013604484498501e-05,0.1,0.0,1,0
401,0.00038766590296290815,0.00034797954140231013,3.9686361560598016e-05,-0.1,0.1,-1,1
61,0.0010067472467198968,0.0009673477034084499,3.9399543311446905e-05,0.4,0.0,4,0
473,0.00016183106345124543,0.00012306714779697359,3.876391565427184e-05,0.2,0.1,2,1
300,0.00045640647294931114,0.0004178619710728526,3.8544501876458526e-05,0.1,-0.1,1,-1
290,0.0007844343199394643,0.0007462244248017669,3.820989513769746e-05,0.3,0.2,3,2
427,0.0006267130374908447,0.0005889101885259151,3.780284896492958e-05,0.1,0.0,1,0
214,0.0002098452387144789,0.00017215532716363668,3.7689911550842226e-05,0.0,0.1,0,1
456,0.00025627465220168233,0.00021893210941925645,3.734254278242588e-05,-0.7,0.2,-7,2
243,6.502500036731362e-05,2.8338412448647432e-05,3.668658791866619e-05,-1.7,-0.1,-17,-1
124,0.0008800794603303075,0.0008437273791059852,3.635208122432232e-05,-0.3,0.0,-3,0
308,0.0004962538951076567,0.0004608671588357538,3.538673627190292e-05,0.2,-0.2,2,-2
241,5.1584531320258975e-05,1.643818904994987e-05,3.5146342270309106e-05,-1.4,-0.1,-14,-1
312,0.00024771783500909805,0.00021274764731060714,3.497018769849092e-05,0.3,-0.2,3,-2
348,0.00017289344395976514,0.000138584800879471,3.430864308029413e-05,-1.3,0.0,-13,0
125,0.0016841988544911146,0.0016505673993378878,3.363145515322685e-05,0.1,0.2,1,2
442,0.0004142530669923872,0.00038071893504820764,3.3534131944179535e-05,-1.4,0.2,-14,2
215,0.0003807710891123861,0.00034749539918266237,3.327568992972374e-05,0.3,0.0,3,0
218,8.59973079059273e-05,5.294216316542588e-05,3.305514474050142e-05,-0.1,-0.2,-1,-2
360,0.0002819955116137862,0.0002491661289241165,3.282938268966973e-05,0.0,0.1,0,1
541,0.0005433784099295735,0.0005107689066790044,3.2609503250569105e-05,-0.1,0.2,-1,2
496,0.00116541120223701,0.0011333378497511148,3.207335248589516e-05,0.1,0.2,1,2
1,0.00015573360724374652,0.000123728605103679,3.200500214006752e-05,-0.1,0.0,-1,0
466,0.00010568503057584167,7.464409281965345e-05,3.1040937756188214e-05,0.2,0.0,2,0
95,0.0009228399721905589,0.0008918800158426166,3.095995634794235e-05,0.1,-0.1,1,-1
317,0.0003989321121480316,0.0003680082445498556,3.0923867598176e-05,0.0,-0.1,0,-1
286,0.0005025928257964551,0.0004717819392681122,3.081088652834296e-05,-0.3,-0.2,-3,-2
371,0.00044799671741202474,0.0004172247718088329,3.077194560319185e-05,0.1,-0.1,1,-1
402,0.00012490784865804017,9.418490662937984e-05,3.072294202866033e-05,0.1,0.0,1,0
391,0.000335230550263077,0.0003045359335374087,3.069461672566831e-05,-2.4,0.0,-24,0
558,0.00022411700047086924,0.00019346430781297386,3.0652692657895386e-05,-0.1,0.0,-1,0
323,0.00030660786433145404,0.00027606848743744195,3.0539376894012094e-05,0.3,-0.2,3,-2
101,0.0018170274561271071,0.001787471934221685,2.955552190542221e-05,0.0,0.0,0,0
119,0.0016064743977040052,0.0015770926838740706,2.9381713829934597e-05,0.2,0.1,2,1
415,0.00021702723461203277,0.0001877154572866857,2.9311777325347066e-05,-0.1,0.0,-1,0
